comname,year,1,2,3,4,5,6,7,8,9,10,>10
american plaice,1992,0.03872727272727273,0.07451219512195122,0.11917877094972068,0.27569461077844315,0.494169696969697,0.8360793650793651,1.1971764705882353,1.2115,2.068,1.776,1.649
american plaice,1993,0.01715730337078652,0.0670248447204969,0.17509615384615385,0.26257627118644067,0.4088869565217392,0.6379108910891089,1.0994230769230768,1.2339166666666668,1.6586666666666667,1.724,1.5586666666666666
american plaice,1994,0.02051388888888889,0.06023786407766991,0.15585204081632653,0.24369662921348315,0.3993661971830986,0.5625769230769231,0.7200357142857143,1.0878571428571429,0.9085000000000001,1.7639999999999998,1.8699999999999999
american plaice,1995,0.011909090909090909,0.06283962264150944,0.14933123028391168,0.2878775510204082,0.4332265625,0.59502,0.76185,1.0464,1.2930000000000001,1.61,2.0606
american plaice,1996,0.024800000000000003,0.05213513513513514,0.1375,0.24951505016722408,0.4318731343283582,0.5973548387096774,0.5746470588235294,0.9682857142857143,1.532,NA,2.375
american plaice,1997,0.030135135135135136,0.07111111111111111,0.14780701754385966,0.26729147982062784,0.4380842105263158,0.6452352941176471,0.6588333333333334,0.8555,1.372,1.73,2.081
american plaice,1998,0.022821428571428572,0.06043548387096775,0.13574033149171272,0.22095121951219512,0.3150675675675676,0.5187592592592593,0.7136060606060606,1.0119090909090909,1.0935000000000001,1.471,1.71
american plaice,1999,0.021816666666666668,0.07383229813664596,0.1563815028901734,0.2685489361702128,0.40722872340425537,0.4946837606837607,0.6567636363636364,0.9780588235294118,1.0095,1.1300000000000001,NA
american plaice,2000,0.01740740740740741,0.05526900584795322,0.14758536585365856,0.24723204419889505,0.4363354037267081,0.4860526315789474,0.729072463768116,0.9492222222222223,1.0935000000000001,1.367,1.5025
american plaice,2001,0.015476190476190477,0.04398333333333333,0.11360251046025105,0.21936929460580915,0.36863815789473686,0.5459240506329114,0.64176,0.8342857142857143,0.8704117647058824,0.9556250000000001,0.796
american plaice,2002,0.01767241379310345,0.05023809523809524,0.10446551724137931,0.19694949494949496,0.3362772277227723,0.44671830985915495,0.5946727272727274,0.6763076923076924,0.8314074074074074,1.146923076923077,0.613
american plaice,2003,0.0316,0.051583333333333335,0.1183764705882353,0.19528947368421054,0.2965618556701031,0.4562692307692308,0.5764222222222223,0.5331111111111111,0.8366666666666667,1.0312000000000001,1.276
american plaice,2004,0.010736842105263157,0.035500000000000004,0.07178688524590164,0.1520217391304348,0.26098076923076924,0.3519897959183674,0.4865263157894737,0.5374,0.7845714285714286,NA,1.24675
american plaice,2005,0.011128571428571429,0.04222077922077922,0.07875,0.16783458646616542,0.25236274509803924,0.3744,0.45607142857142857,0.6769047619047619,0.83675,1.0283333333333333,1.36
american plaice,2006,0.012816901408450704,0.03892372881355932,0.09382258064516129,0.16201581027667986,0.2566333333333333,0.3455909090909091,0.4045593220338983,0.54528,0.6755,0.44260000000000005,1.3002500000000001
american plaice,2007,0.017383333333333334,0.043723247232472326,0.11118478260869566,0.2022818181818182,0.31821582733812953,0.383859649122807,0.47520833333333334,0.652,0.34099999999999997,1.3586666666666667,1.102
american plaice,2008,0.013159420289855074,0.05467741935483871,0.10638345864661655,0.18282562277580072,0.2830174418604651,0.38074257425742575,0.44669565217391305,0.5221666666666667,0.5889090909090909,0.8136000000000001,1.018
american plaice,2009,0.012151515151515153,0.056299363057324844,0.13179651162790698,0.17508115942028987,0.27180882352941177,0.3901348314606742,0.44430379746835447,0.47225,0.5395454545454546,0.6864285714285714,0.665
american plaice,2010,0.02826666666666667,0.061601190476190476,0.10536125654450262,0.20222751322751323,0.2629575971731449,0.3458634146341464,0.4151931818181818,0.6015294117647059,0.5926363636363636,0.5744,0.6596000000000001
american plaice,2011,0.015251908396946566,0.04834313725490196,0.09455555555555556,0.15523204419889503,0.23870440251572328,0.3346309523809524,0.3807755102040816,0.40185714285714286,0.5586388888888889,0.5644666666666667,0.549
american plaice,2012,0.016493243243243243,0.05790045248868778,0.09436274509803921,0.17605641025641025,0.23885483870967744,0.346464,0.4429527559055118,0.5248842105263158,0.5599791666666667,0.5650000000000001,0.8976470588235295
american plaice,2013,0.0243974358974359,0.07566298342541437,0.12106103286384977,0.23878225806451614,0.3542222222222222,0.3638455882352941,0.46526,0.7213684210526317,0.5815777777777777,0.7003913043478261,0.8340909090909091
american plaice,2014,0.023108527131782946,0.06731274131274131,0.13757093425605538,0.21888412017167383,0.31243333333333334,0.41542465753424657,0.4716209677419355,0.6010833333333334,0.5543,0.606,0.6943636363636364
